user_id,age,gender,language,login_time,character,c_type,mode,ranking
11704,20,Male,Czech,1285,Genji,Healer,3VS3,1275
11705,24,Other,Mongolian,981,Genji,Tank,Ranked,1155
11706,23,Other,Thai,1100,Widowmaker,Tank,Quick,2289
11707,35,Male,Vietnamese,286,Zarya,Tank,Ranked,1386
11708,31,Male,Indonesian,305,Ashe,Tank,Quick,1105
11709,32,Male,Spanish,1022,Genji,Tank,Mayhem,1023
11710,32,Male,Armenian,1019,Sombra,Healer,3VS3,1866
11711,22,Other,Vietnamese,1024,Tracer,Damage,Quick,1720
11712,28,Other,Hindi,792,Doomfist,Tank,Ranked,2237
11713,27,Male,Marshallese,86,Baptiste,Healer,Solo,1660
11714,20,Other,Romanian,1336,Doomfist,Damage,CTF,2058
11715,22,Male,Arabic,123,Echo,Tank,Mayhem,1611
11716,26,Female,Russian,1190,Brigitte,Healer,CTF,2358
11717,32,Male,Turkish,1148,Roadhog,Tank,CTF,1768
11718,31,Female,Irish,1170,Sombra,Tank,Solo,2071
11719,30,Male,Romanian,27,Ashe,Damage,CTF,1433
11720,29,Male,English,1017,Junkrat,Damage,Solo,882
11721,22,Other,Ukrainian,405,Sigma,Healer,CTF,1783
11722,25,Female,Irish,1101,Widowmaker,Damage,Ranked,1030
11723,30,Female,Swedish,1314,Zarya,Healer,Quick,1753
11724,20,Male,Thai,1231,Mercy,Healer,Solo,1903
11725,23,Other,Czech,1036,Lucio,Damage,3VS3,2207
11726,36,Male,Mongolian,121,McCree,Tank,3VS3,2185
11727,28,Male,Icelandic,1022,Orisa,Healer,Quick,1692
11728,34,Male,Latvian,408,Torbjorn,Tank,3VS3,1243
11729,29,Male,Korean,990,Torbjorn,Damage,Quick,1668
11730,27,Male,Estonian,1078,Winston,Healer,Ranked,2362
11731,20,Male,Dutch,675,Bastion,Damage,Quick,1937
11732,33,Male,Marshallese,58,McCree,Tank,3VS3,1048
11733,23,Female,Korean,276,D.Va,Healer,Mayhem,1724
11734,27,Male,Russian,1388,Winston,Damage,Ranked,1612
11735,36,Male,Dutch,1176,Doomfist,Damage,Quick,2078
11736,31,Male,Croatian,385,Echo,Healer,Mayhem,2464
11737,25,Other,Albanian,195,Junkrat,Damage,Ranked,1380
11738,31,Other,Thai,621,Torbjorn,Healer,Solo,1542
11739,22,Female,Hindi,669,Torbjorn,Tank,Solo,1572
11740,32,Female,Croatian,1050,Lucio,Healer,3VS3,2701
11741,31,Male,Hebrew,1178,Sombra,Tank,Mayhem,2657
11742,27,Female,Korean,440,Hanzo,Tank,CTF,1410
11743,24,Male,Hebrew,166,Torbjorn,Damage,Mayhem,947
11744,26,Male,Arabic,1289,Baptiste,Damage,CTF,1993
11745,17,Male,Hindi,933,Wrecking,Damage,Ranked,2115
11746,20,Male,Catalan,759,Zarya,Healer,Solo,1590
11747,29,Male,Hebrew,400,D.Va,Healer,Mayhem,1352
11748,31,Female,Ganda,1188,Winston,Tank,Solo,1568
11749,32,Female,Hungarian,603,Ashe,Tank,CTF,1755
11750,33,Male,Albanian,271,Junkrat,Damage,Ranked,1396
11751,27,Other,Vietnamese,576,Mei,Tank,Ranked,1361
11752,28,Male,Greek,227,Mercy,Damage,3VS3,659
11753,33,Male,Maltese,1358,Hanzo,Healer,Ranked,1974
11754,34,Other,Greek,137,McCree,Damage,Solo,2061
11755,25,Male,Maltese,1029,Sigma,Damage,Solo,1048
11756,26,Male,Armenian,91,Bastion,Healer,Ranked,1829
11757,27,Male,Dutch,1208,D.Va,Damage,Mayhem,2031
11758,17,Female,Croatian,677,Echo,Healer,Quick,2504
11759,34,Male,Estonian,343,Genji,Tank,CTF,2205
11760,28,Male,Swedish,315,Orisa,Healer,Solo,1569
11761,28,Male,Macedonian,262,Wrecking,Damage,Ranked,1830
11762,23,Male,French,224,Orisa,Healer,Mayhem,916
11763,12,Male,Arabic,1236,Doomfist,Healer,Quick,1485
11764,36,Male,Afrikaans,255,Hanzo,Damage,Solo,2308
11765,25,Male,English,401,Symmetra,Damage,Ranked,1033
11766,20,Other,Malagasy,227,Tracer,Damage,3VS3,1154
11767,28,Female,German,944,Widowmaker,Damage,Mayhem,2171
11768,26,Male,Indonesian,373,McCree,Healer,Mayhem,1727
11769,32,Male,Hebrew,924,Orisa,Damage,CTF,1790
11770,25,Male,Irish,1195,Doomfist,Damage,CTF,2803
11771,34,Male,Ganda,656,Bastion,Healer,Ranked,2446
11772,25,Male,Macedonian,673,Symmetra,Healer,Solo,1937
11773,35,Male,Norwegian,500,Torbjorn,Damage,Ranked,1789
11774,27,Other,Irish,920,Reaper,Healer,Mayhem,1623
11775,28,Male,Swedish,668,Mei,Damage,Quick,2964
11776,23,Female,Swedish,474,Mei,Damage,CTF,1525
11777,29,Male,Latvian,1304,Ashe,Damage,CTF,1681
11778,32,Male,Swedish,294,Symmetra,Tank,Ranked,2475
11779,31,Male,Norwegian,439,Doomfist,Healer,Mayhem,810
11780,14,Other,Hindi,1403,Zenyatta,Tank,Mayhem,1168
11781,22,Male,Latvian,476,Brigitte,Healer,Solo,1743
11782,30,Male,Polish,879,Junkrat,Healer,3VS3,2389
11783,47,Male,Portuguese,277,Symmetra,Damage,CTF,1952
11784,28,Male,Korean,1309,Tracer,Tank,Quick,1278
11785,16,Male,Maltese,265,Sigma,Healer,Ranked,1807
11786,20,Female,Croatian,201,D.Va,Healer,Solo,887
11787,26,Male,Japanese,1291,Reaper,Tank,CTF,1850
11788,33,Other,Kuanyama,292,Reinhardt,Healer,Ranked,1620
11789,26,Female,Yoruba,1328,Soldier,Healer,Solo,1508
11790,32,Male,Serbian,953,Bastion,Healer,3VS3,2701
11791,32,Female,Korean,627,Ashe,Damage,Solo,1670
11792,27,Male,Danish,977,D.Va,Damage,Mayhem,1867
11793,24,Male,Slovenian,1002,Mei,Damage,Solo,2034
11794,22,Male,Kuanyama,680,Tracer,Tank,Solo,1848
11795,37,Female,Armenian,435,Ashe,Tank,Solo,1152
11796,25,Male,Spanish,1420,Brigitte,Healer,Quick,2517
11797,28,Male,Armenian,356,Sombra,Healer,Solo,1519
11798,23,Male,Marshallese,291,Baptiste,Tank,Quick,1876
11799,21,Male,English,1201,Baptiste,Tank,3VS3,1555
11800,30,Male,Catalan,30,Brigitte,Damage,Ranked,2127
11801,30,Male,Polish,463,Doomfist,Tank,3VS3,2004
11802,27,Male,Serbian,509,Mercy,Healer,3VS3,1816
11803,36,Other,Lithuanian,41,Junkrat,Healer,Solo,1900
11804,28,Male,Romanian,370,Reinhardt,Tank,Quick,1669
11805,27,Male,Swedish,503,Genji,Damage,Quick,2166
11806,27,Male,Afrikaans,169,Brigitte,Healer,Solo,1665
11807,27,Male,Russian,1415,Reinhardt,Tank,Mayhem,1140
11808,18,Male,Russian,608,Reinhardt,Healer,Ranked,1503
11809,23,Other,Marshallese,104,Ashe,Tank,Ranked,1608
11810,21,Male,Bulgarian,482,Tracer,Damage,Solo,1699
11811,27,Female,Portuguese,1028,Brigitte,Tank,Ranked,1410
11812,13,Female,Marshallese,965,Genji,Tank,CTF,1912
11813,28,Male,Korean,406,Symmetra,Tank,Mayhem,1923
11814,30,Male,Portuguese,981,Lucio,Healer,Solo,2346
11815,21,Other,Japanese,477,Pharah,Healer,CTF,1755
11816,22,Male,Kuanyama,643,Pharah,Damage,3VS3,1618
11817,28,Male,English,1244,Mei,Tank,Quick,1562
11818,28,Male,Polish,957,Winston,Tank,Quick,1332
11819,32,Male,Slovenian,1251,Reinhardt,Healer,3VS3,2010
11820,17,Male,Ukrainian,526,D.Va,Tank,CTF,1440
11821,32,Male,Czech,671,Mercy,Damage,3VS3,1553
11822,21,Male,Ganda,1432,Lucio,Tank,Solo,2320
11823,21,Female,Thai,783,Ashe,Damage,Ranked,747
11824,27,Male,Serbian,1003,Reaper,Healer,Mayhem,1929
11825,26,Male,French,373,Baptiste,Healer,Solo,1679
11826,33,Male,Estonian,916,Wrecking,Healer,CTF,2430
11827,40,Male,Spanish,501,Moira,Tank,CTF,1103
11828,25,Male,Malagasy,477,Widowmaker,Damage,CTF,1872
11829,25,Male,Italian,212,Widowmaker,Healer,Ranked,918
11830,33,Male,Lithuanian,570,Orisa,Damage,Solo,1751
11831,35,Female,Lithuanian,284,Baptiste,Healer,Solo,2073
11832,23,Other,Dutch,41,Sombra,Damage,Mayhem,1384
11833,29,Male,German,415,Symmetra,Healer,Ranked,2108
11834,34,Other,Afrikaans,1106,Tracer,Tank,Solo,1152
11835,23,Male,Russian,241,Reaper,Healer,CTF,2017
11836,19,Male,Yoruba,7,Sombra,Healer,CTF,2609
11837,26,Male,Serbian,1009,Bastion,Damage,CTF,1656
11838,23,Male,Malagasy,707,Orisa,Tank,Quick,960
11839,23,Other,German,202,Brigitte,Healer,CTF,1068
11840,28,Other,Spanish,219,Junkrat,Tank,Ranked,1692
11841,35,Male,Czech,1382,Widowmaker,Healer,Ranked,1113
11842,20,Female,Finnish,166,Baptiste,Damage,Quick,1379
11843,22,Male,Icelandic,1047,Reinhardt,Damage,3VS3,1962
11844,27,Male,Russian,1128,Wrecking,Damage,3VS3,1384
11845,22,Female,Bosnian,962,Mei,Damage,Quick,2968
11846,24,Other,Mongolian,1108,Mei,Damage,3VS3,2549
11847,34,Other,Czech,1253,Ana,Damage,Mayhem,1929
11848,29,Male,Icelandic,775,Moira,Tank,Quick,1329
11849,40,Male,Indonesian,1284,Reinhardt,Healer,Ranked,2345
11850,35,Female,Marshallese,866,McCree,Damage,Quick,1935
11851,30,Male,Maltese,536,Soldier,Healer,Mayhem,870
11852,27,Male,German,456,Roadhog,Healer,3VS3,2370
11853,15,Male,Bulgarian,330,Soldier,Tank,Solo,513
11854,18,Female,Ukrainian,1192,Sombra,Damage,3VS3,1992
11855,27,Male,Latvian,1044,Reaper,Damage,Solo,2160
11856,24,Male,Armenian,1330,D.Va,Damage,3VS3,1549
11857,28,Male,Mongolian,1014,Mercy,Tank,Quick,1246
11858,23,Female,Ganda,345,Wrecking,Damage,Mayhem,1810
11859,31,Female,Thai,175,Lucio,Tank,Solo,1465
11860,24,Male,Russian,827,Sombra,Tank,CTF,2099
11861,26,Female,Albanian,1211,Soldier,Healer,CTF,1013
11862,33,Female,French,1155,Wrecking,Damage,Ranked,1317
11863,23,Male,Lithuanian,245,D.Va,Damage,Quick,1618
11864,27,Male,Kuanyama,694,Mercy,Damage,Quick,1293
11865,30,Other,Belarusian,911,Torbjorn,Healer,Quick,1225
11866,29,Male,Catalan,1429,Zarya,Damage,Quick,1095
11867,16,Male,Marshallese,1185,Zenyatta,Healer,CTF,1363
11868,19,Female,Portuguese,1102,Mercy,Damage,Solo,1598
11869,37,Male,Turkish,713,Sombra,Healer,Quick,1661
11870,34,Other,Ukrainian,203,Symmetra,Tank,3VS3,1313
11871,33,Male,Polish,587,Genji,Healer,Quick,1260
11872,26,Male,Spanish,496,Pharah,Healer,Ranked,966
11873,18,Other,Ukrainian,1111,Roadhog,Tank,Solo,2287
11874,21,Male,Romanian,1191,Zenyatta,Healer,Mayhem,2135
11875,30,Other,Japanese,941,Zenyatta,Damage,Solo,2613
11876,30,Male,Lithuanian,996,Symmetra,Damage,Quick,1315
11877,25,Female,Czech,92,Baptiste,Tank,CTF,1248
11878,28,Male,Armenian,895,Moira,Damage,Mayhem,1656
11879,29,Other,Maltese,246,Roadhog,Healer,Quick,1604
11880,22,Male,Lithuanian,476,Doomfist,Healer,3VS3,1769
11881,31,Male,Vietnamese,449,Hanzo,Damage,Quick,646
11882,37,Male,Catalan,312,Lucio,Healer,CTF,1964
11883,25,Female,Lithuanian,1352,Genji,Damage,Ranked,2754
11884,30,Female,Hebrew,12,Wrecking,Healer,3VS3,1598
11885,39,Male,Marshallese,376,Lucio,Damage,Quick,1238
11886,34,Male,Polish,802,Torbjorn,Tank,CTF,1897
11887,36,Other,Swedish,425,Mercy,Healer,Quick,1938
11888,16,Male,Portuguese,1105,Zarya,Healer,Mayhem,2055
11889,32,Male,Latvian,764,Brigitte,Damage,Ranked,1498
11890,24,Other,English,991,Baptiste,Damage,Ranked,1647
11891,27,Male,Hebrew,1108,Ashe,Tank,Mayhem,2047
11892,21,Female,Danish,1354,Wrecking,Damage,Solo,2453
11893,18,Male,Turkish,1408,Tracer,Healer,Mayhem,1811
11894,21,Male,Czech,1386,Roadhog,Healer,Solo,1524
11895,25,Other,Albanian,1150,Wrecking,Healer,Quick,1847
11896,25,Male,Ukrainian,155,Mercy,Healer,3VS3,1365
11897,30,Other,Japanese,678,Winston,Tank,Solo,1395
11898,30,Male,Hungarian,784,Zarya,Damage,Solo,1404
11899,29,Male,Spanish,337,Reinhardt,Damage,Ranked,1417
11900,30,Male,Albanian,563,Brigitte,Healer,Ranked,1871
11901,28,Male,Chinese,613,Lucio,Tank,Ranked,2332
11902,38,Male,Catalan,1183,Widowmaker,Healer,Mayhem,1453
11903,23,Male,Swedish,287,Tracer,Damage,Ranked,2057
11904,14,Male,Thai,1245,Tracer,Damage,Quick,1181
11905,29,Male,Ganda,390,Wrecking,Healer,3VS3,1807
11906,34,Male,Czech,1318,Sigma,Damage,CTF,2309
11907,30,Male,Romanian,328,Symmetra,Damage,Solo,2372
11908,26,Male,Portuguese,921,Mercy,Tank,Solo,1712
11909,28,Male,Hungarian,490,Ashe,Tank,Ranked,804
11910,22,Male,Lithuanian,154,Brigitte,Healer,CTF,1712
11911,22,Male,Danish,150,D.Va,Healer,3VS3,1422
11912,23,Female,Albanian,584,Tracer,Damage,CTF,2024
11913,46,Other,Marshallese,137,Sombra,Healer,Ranked,1669
11914,31,Male,Armenian,1315,Bastion,Tank,Mayhem,1766
11915,23,Male,Indonesian,131,Doomfist,Healer,CTF,2314
11916,22,Male,Hindi,743,Widowmaker,Damage,Quick,2197
11917,31,Male,Norwegian,705,Hanzo,Healer,Mayhem,1494
11918,24,Male,Malagasy,46,Zarya,Tank,Quick,1616
11919,25,Male,Belarusian,1053,Doomfist,Damage,Quick,1377
11920,26,Male,Serbian,1020,Symmetra,Healer,Quick,1699
11921,21,Male,Indonesian,315,Ashe,Tank,Quick,1957
11922,30,Male,Japanese,1294,Junkrat,Healer,Solo,1715
11923,29,Male,Vietnamese,832,D.Va,Healer,Quick,1289
11924,22,Male,Italian,1437,Genji,Healer,Solo,2233
11925,22,Male,Lithuanian,771,Winston,Tank,Solo,1493
11926,19,Male,Catalan,120,Soldier,Damage,Quick,2820
11927,20,Other,Ukrainian,240,Orisa,Tank,Ranked,1238
11928,17,Male,Serbian,395,Soldier,Tank,Ranked,1545
11929,20,Female,Malagasy,552,Roadhog,Tank,CTF,1069
11930,26,Male,English,1171,Zarya,Tank,Quick,1461
11931,38,Male,Catalan,1326,Widowmaker,Healer,Solo,1878
11932,19,Female,Mongolian,1385,Soldier,Tank,Quick,1368
11933,33,Male,Russian,228,Hanzo,Tank,Solo,1383
11934,27,Male,Spanish,551,Bastion,Healer,Quick,2545
11935,37,Male,Croatian,685,Zenyatta,Healer,Mayhem,1410
11936,29,Female,Mongolian,167,Ashe,Healer,Ranked,1903
11937,28,Male,Turkish,936,Sigma,Damage,Solo,1452
11938,33,Male,French,1061,Brigitte,Tank,Quick,1489
11939,39,Male,German,1437,Bastion,Tank,Mayhem,2552
11940,19,Male,German,939,Ana,Damage,Ranked,1766
11941,24,Female,Kuanyama,665,Reinhardt,Healer,Mayhem,1656
11942,22,Female,Turkish,321,Orisa,Healer,Quick,1958
11943,24,Male,German,1433,McCree,Healer,Ranked,406
11944,31,Male,French,852,Reinhardt,Damage,Solo,2277
11945,26,Male,Slovenian,416,Wrecking,Healer,Ranked,1815
11946,21,Male,Bosnian,418,Mei,Healer,3VS3,2238
11947,29,Male,Bosnian,934,Ana,Damage,3VS3,1317
11948,20,Male,Romanian,199,Bastion,Damage,Ranked,1804
11949,29,Female,Albanian,160,Sigma,Damage,Mayhem,1941
11950,28,Female,Kuanyama,204,Bastion,Damage,Solo,1451
11951,23,Male,Mongolian,1192,Junkrat,Damage,Quick,557
11952,26,Male,Estonian,1036,Mercy,Healer,Solo,2619
11953,33,Female,Danish,1001,Wrecking,Tank,Quick,903
11954,24,Male,Serbian,1310,Moira,Tank,3VS3,2873
11955,30,Male,Belarusian,1332,Baptiste,Damage,CTF,1908
11956,22,Other,Latvian,1043,Brigitte,Tank,3VS3,2052
11957,38,Male,Russian,1232,Ashe,Healer,Ranked,1131
11958,31,Male,Romanian,475,Baptiste,Damage,Quick,1190
11959,31,Male,Spanish,208,McCree,Tank,Ranked,1866
11960,30,Male,Yoruba,788,Symmetra,Healer,Mayhem,1322
11961,18,Male,Bosnian,1313,D.Va,Tank,Quick,941
11962,36,Female,Spanish,38,Hanzo,Healer,Ranked,1784
11963,32,Male,Thai,366,Lucio,Damage,Mayhem,1633
11964,24,Male,Irish,1072,Symmetra,Tank,Quick,1770
11965,30,Male,Norwegian,337,Pharah,Healer,CTF,1771
11966,28,Male,Swedish,835,Ana,Tank,CTF,1744
11967,26,Male,Kuanyama,698,Torbjorn,Tank,Solo,1001
11968,30,Male,Dutch,112,Zarya,Damage,CTF,1480
11969,19,Male,Malagasy,552,Doomfist,Healer,Ranked,1494
11970,24,Male,Hungarian,1064,D.Va,Tank,Mayhem,1374
11971,21,Other,Serbian,1431,Mercy,Tank,CTF,1671
11972,27,Female,Armenian,843,Zenyatta,Damage,Solo,1477
11973,20,Male,Romanian,1239,Ashe,Tank,Mayhem,1565
11974,37,Other,Arabic,891,Pharah,Healer,Ranked,2179
11975,20,Female,Macedonian,252,Zenyatta,Healer,Quick,1603
11976,13,Male,French,1422,McCree,Healer,3VS3,1466
11977,43,Other,Arabic,815,Bastion,Damage,Quick,1060
11978,26,Male,Dutch,1007,Winston,Tank,Solo,2568
11979,35,Female,Mongolian,938,Zarya,Damage,3VS3,2389
11980,31,Male,Mongolian,651,Moira,Healer,3VS3,2369
11981,33,Male,German,87,Tracer,Tank,Solo,2644
11982,20,Male,Malagasy,1390,Wrecking,Tank,Mayhem,1702
11983,31,Female,Polish,927,Hanzo,Damage,Mayhem,1962
11984,31,Other,Catalan,1232,Wrecking,Tank,Quick,1346
11985,28,Male,Estonian,136,Wrecking,Tank,3VS3,1070
11986,32,Male,Afrikaans,719,Orisa,Damage,Mayhem,2972
11987,42,Female,Portuguese,93,Junkrat,Damage,Ranked,2134
11988,25,Other,Romanian,1429,Sombra,Tank,Quick,2151
11989,35,Female,Maltese,1161,Widowmaker,Healer,3VS3,2400
11990,14,Male,French,80,Sombra,Healer,CTF,1678
11991,19,Male,Thai,682,Wrecking,Healer,Ranked,1896
11992,17,Male,Kuanyama,581,Winston,Damage,Mayhem,2322
11993,31,Male,Maltese,145,Zarya,Damage,3VS3,1733
11994,25,Male,Estonian,1422,Symmetra,Damage,Mayhem,1518
11995,36,Male,Portuguese,331,Ashe,Tank,Mayhem,1725
11996,39,Male,Estonian,133,McCree,Healer,Solo,1423
11997,23,Female,Norwegian,502,Moira,Healer,Mayhem,1691
11998,34,Female,Serbian,332,Ashe,Tank,Solo,1147
11999,17,Male,Belarusian,817,Echo,Healer,Solo,2217
12000,33,Male,Lithuanian,602,Bastion,Tank,3VS3,1529
12001,34,Female,Chinese,698,D.Va,Tank,Quick,1182
12002,34,Female,Romanian,379,Zenyatta,Healer,Ranked,1786
12003,22,Male,Mongolian,104,Hanzo,Damage,Solo,1887
12004,25,Male,Dutch,484,Baptiste,Damage,3VS3,2033
12005,20,Male,Albanian,117,Sombra,Tank,Ranked,1037
12006,22,Male,Polish,644,Bastion,Healer,Mayhem,957
12007,19,Male,Norwegian,1287,Zenyatta,Damage,Ranked,792
12008,28,Male,Norwegian,844,Soldier,Tank,CTF,2295
12009,34,Male,Indonesian,728,McCree,Healer,Ranked,2139
12010,35,Female,Mongolian,31,Moira,Healer,CTF,2281
12011,22,Male,Spanish,44,Bastion,Healer,Mayhem,1886
12012,30,Male,Hebrew,212,Wrecking,Healer,Solo,1736
12013,29,Male,Japanese,113,Lucio,Healer,3VS3,2375
12014,34,Male,Hungarian,315,Zarya,Tank,3VS3,1619
12015,24,Male,Danish,1286,Soldier,Healer,Mayhem,1357
12016,31,Male,Slovenian,990,Symmetra,Damage,Mayhem,1964
12017,22,Female,English,557,Zenyatta,Damage,Quick,1447
12018,21,Male,Armenian,808,Ana,Healer,Quick,2932
12019,40,Male,Swedish,1075,Mercy,Tank,Mayhem,1387
12020,20,Male,Lithuanian,805,Brigitte,Healer,3VS3,1142
12021,32,Male,Belarusian,496,Sigma,Healer,CTF,1219
12022,28,Male,French,255,Tracer,Healer,CTF,1537
12023,27,Male,Yoruba,401,Roadhog,Tank,Quick,1144
12024,31,Other,Hindi,479,Sigma,Tank,Quick,1858
12025,18,Female,Malagasy,884,Winston,Damage,Ranked,2203
12026,19,Female,Maltese,1093,Hanzo,Tank,Quick,2088
12027,27,Male,Latvian,697,Bastion,Tank,CTF,1546
12028,30,Female,Korean,39,Junkrat,Healer,CTF,1864
12029,20,Other,Hebrew,941,Roadhog,Tank,CTF,1576
12030,20,Male,Bosnian,376,Sombra,Tank,3VS3,1861
12031,26,Male,Yoruba,955,McCree,Damage,Solo,1263
12032,33,Male,Macedonian,186,Baptiste,Tank,Quick,2233
12033,28,Male,Irish,1343,Torbjorn,Damage,Ranked,1441
12034,18,Male,Slovenian,1321,Winston,Tank,Mayhem,1083
12035,30,Male,Icelandic,1409,Reaper,Damage,3VS3,1143
12036,21,Male,Kuanyama,704,Baptiste,Damage,3VS3,2767
12037,39,Female,Bosnian,391,Tracer,Damage,Mayhem,1333
12038,34,Male,Afrikaans,1282,Reinhardt,Healer,Ranked,1613
12039,13,Female,Albanian,107,Genji,Damage,Ranked,1235
12040,33,Female,Arabic,774,Pharah,Healer,Solo,2328
12041,29,Male,Dutch,1395,Mei,Tank,Ranked,1055
12042,21,Other,Romanian,570,Wrecking,Tank,CTF,2262
12043,21,Male,Polish,1180,Winston,Healer,Quick,2006
12044,38,Male,Ganda,490,Zarya,Healer,3VS3,2441
12045,29,Male,Turkish,501,Wrecking,Tank,3VS3,1073
12046,33,Male,Dutch,239,Pharah,Tank,Ranked,855
12047,27,Male,Turkish,535,Reaper,Tank,Quick,1818
12048,18,Other,Korean,1014,Soldier,Healer,Ranked,1730
12049,26,Male,Arabic,161,Zarya,Tank,Ranked,2400
12050,31,Female,Czech,1252,McCree,Healer,Solo,2317
12051,33,Female,Czech,1150,Soldier,Tank,CTF,1685
12052,21,Male,Spanish,1240,Ashe,Damage,Solo,2835
12053,16,Other,Chinese,235,Bastion,Tank,CTF,1975
12054,23,Female,Italian,824,Bastion,Tank,Quick,2887
12055,35,Male,Hungarian,563,Torbjorn,Healer,Mayhem,1793
12056,37,Male,Finnish,757,Orisa,Tank,3VS3,1658
12057,31,Male,Norwegian,1347,D.Va,Damage,Quick,1823
12058,27,Male,Icelandic,828,Doomfist,Tank,3VS3,2248
12059,30,Female,French,1416,Hanzo,Healer,CTF,1782
12060,26,Male,Hungarian,890,Reaper,Healer,Solo,1442
12061,19,Male,Bulgarian,1253,Symmetra,Healer,Quick,2256
12062,16,Male,Romanian,1027,Winston,Damage,3VS3,1498
12063,28,Female,Icelandic,544,Wrecking,Healer,CTF,1752
12064,22,Female,Danish,822,Reinhardt,Damage,Ranked,1135
12065,21,Male,Macedonian,1032,Echo,Tank,3VS3,1040
12066,23,Female,Norwegian,509,Hanzo,Tank,CTF,1936
12067,23,Male,Lithuanian,1011,Ana,Tank,Mayhem,2503
12068,30,Male,Korean,428,Tracer,Damage,Solo,2500
12069,17,Other,Japanese,1196,Mercy,Damage,3VS3,1154
12070,29,Female,Chinese,1326,Mercy,Healer,Solo,2101
12071,23,Male,Swedish,1008,Mercy,Healer,Mayhem,1489
12072,28,Female,Bosnian,70,Zenyatta,Damage,Mayhem,1621
12073,30,Female,Dutch,454,Baptiste,Damage,CTF,2116
12074,18,Female,Romanian,767,Reaper,Healer,Quick,721
12075,36,Male,Thai,138,Brigitte,Healer,Ranked,2046
12076,21,Male,Chinese,19,Baptiste,Damage,Ranked,1760
12077,21,Male,German,470,Mercy,Damage,Ranked,2327
12078,19,Male,Arabic,1197,Zenyatta,Damage,Quick,829
12079,35,Other,Yoruba,815,Junkrat,Tank,Solo,1094
12080,30,Male,Serbian,780,Doomfist,Tank,Solo,1358
12081,33,Male,Bulgarian,915,Tracer,Tank,Solo,2570
12082,19,Female,Norwegian,388,Roadhog,Tank,3VS3,2088
12083,26,Male,Finnish,1168,McCree,Damage,Quick,1695
12084,37,Other,Turkish,1165,Sigma,Tank,Mayhem,1383
12085,27,Male,Yoruba,1179,Doomfist,Damage,Mayhem,1909
12086,38,Male,Russian,253,Symmetra,Damage,CTF,1777
12087,24,Female,Norwegian,407,D.Va,Healer,Mayhem,1699
12088,28,Male,Thai,1104,Sigma,Healer,3VS3,2250
12089,21,Male,Ukrainian,978,Hanzo,Damage,Quick,1946
12090,20,Male,Catalan,408,Orisa,Healer,CTF,1925
12091,22,Other,Maltese,375,Mei,Tank,3VS3,1284
12092,30,Male,Japanese,946,Mei,Healer,3VS3,1439
12093,17,Male,Serbian,1102,Reinhardt,Healer,CTF,2402
12094,36,Male,Yoruba,62,Widowmaker,Tank,Ranked,1122
12095,26,Female,Albanian,577,Wrecking,Healer,CTF,2049
12096,23,Female,Lithuanian,1385,Moira,Damage,Ranked,888
12097,30,Male,Arabic,149,Tracer,Tank,CTF,2587
12098,33,Male,Afrikaans,544,Wrecking,Damage,3VS3,1726
12099,32,Male,Ukrainian,404,Tracer,Tank,Solo,2357
12100,25,Male,Finnish,202,Genji,Damage,Mayhem,1430
12101,21,Male,German,1,Lucio,Healer,Mayhem,1033
12102,23,Female,Chinese,700,Ana,Tank,Quick,1264
12103,33,Female,Croatian,1101,Orisa,Damage,CTF,1854
12104,27,Male,English,615,Reaper,Healer,3VS3,2211
12105,21,Male,Danish,575,Zenyatta,Tank,CTF,1496
12106,37,Other,Thai,571,Mercy,Healer,Mayhem,1757
12107,22,Female,Polish,327,Orisa,Healer,Ranked,2624
12108,34,Male,Marshallese,201,Soldier,Damage,3VS3,1923
12109,24,Male,Danish,287,Widowmaker,Healer,CTF,1974
12110,23,Male,Danish,1201,Torbjorn,Damage,Ranked,2020
12111,22,Male,Maltese,1344,Reinhardt,Damage,Solo,1487
12112,32,Male,Serbian,869,Ashe,Tank,Ranked,1158
12113,24,Female,Catalan,1370,Lucio,Tank,Quick,1124
12114,26,Male,Marshallese,757,Wrecking,Damage,Mayhem,1672
12115,26,Male,Danish,1272,Orisa,Tank,Ranked,2216
12116,33,Male,Italian,138,McCree,Tank,Solo,1103
12117,35,Male,Indonesian,1111,Tracer,Tank,CTF,2539
12118,34,Male,Spanish,352,Tracer,Damage,3VS3,1754
12119,23,Male,Swedish,437,Zenyatta,Healer,CTF,1785
12120,32,Male,Ganda,748,Wrecking,Damage,Ranked,1864
12121,18,Male,Romanian,530,Winston,Damage,Mayhem,1738
12122,23,Male,French,54,Wrecking,Damage,CTF,1903
12123,25,Male,French,874,Reinhardt,Tank,Ranked,2115
12124,28,Male,Russian,644,Zarya,Healer,Quick,1841
12125,29,Female,Japanese,831,Winston,Healer,Solo,1002
12126,23,Male,Portuguese,1200,McCree,Damage,Solo,1550
12127,36,Male,Albanian,310,Tracer,Healer,3VS3,1854
12128,36,Male,Spanish,285,Symmetra,Healer,Mayhem,2553
12129,21,Male,French,1382,Symmetra,Damage,Mayhem,1863
12130,24,Male,Bulgarian,247,Sombra,Healer,CTF,1608
12131,33,Other,Norwegian,1173,Pharah,Damage,3VS3,1829
12132,18,Male,Vietnamese,1254,D.Va,Tank,Mayhem,1199
12133,27,Male,Bulgarian,347,Moira,Tank,Mayhem,2365
12134,16,Other,Italian,1192,McCree,Healer,Ranked,2723
